split,model,group,method,num_fake,num_real,accuracy,balanced_accuracy,fake_accuracy,real_accuracy,auc
test_ff,bridge_expert_max,EFS,StyleGAN3,3711,2000,0.9213797933811941,0.88775,1.0,0.7755,0.9978928860145514
test_ff,bridge_expert_max,EFS,StyleGANXL,2783,2000,0.9061258624294376,0.88775,1.0,0.7755,0.9987826985267697
test_ff,bridge_expert_max,EFS,VQGAN,3711,2000,0.9213797933811941,0.88775,1.0,0.7755,0.9994603206682835
test_ff,bridge_expert_max,EFS,ddim,3711,2000,0.9187532831378042,0.8857289814066289,0.9959579628132579,0.7755,0.9910107113985449
test_ff,bridge_expert_max,EFS,pixart,3711,2000,0.9210295920154089,0.8874805308542172,0.9994610617084344,0.7755,0.988550929668553
test_ff,bridge_expert_max,EFS,sd2.1,3711,2000,0.9210295920154089,0.8874805308542172,0.9994610617084344,0.7755,0.9976219347884667
test_ff,bridge_expert_max,FE,e4e,4479,2000,0.9306991819725267,0.88775,1.0,0.7755,0.9993204398303193
test_ff,bridge_expert_max,FE,stargan,200,2000,0.7954545454545454,0.88525,0.995,0.7755,0.9969837500000001
test_ff,bridge_expert_max,FE,starganv2,200,2000,0.7959090909090909,0.88775,1.0,0.7755,0.99712
test_ff,bridge_expert_max,FR,MRAA,4455,2000,0.9251742835011619,0.8839340628507295,0.992368125701459,0.7755,0.9882088664421997
test_ff,bridge_expert_max,FR,danet,4411,2000,0.9081266573077523,0.8718805826343232,0.9682611652686466,0.7755,0.9768588755384267
test_ff,bridge_expert_max,FR,facevid2vid,4467,2000,0.9305705891448894,0.88775,1.0,0.7755,0.9923832549809716
test_ff,bridge_expert_max,FR,fomm,4454,2000,0.9293461419274869,0.8869641894925909,0.9984283789851819,0.7755,0.9931243264481366
test_ff,bridge_expert_max,FR,hyperreenact,4479,2000,0.9302361475536348,0.8874151038178164,0.999330207635633,0.7755,0.9977544652824291
test_ff,bridge_expert_max,FR,lia,4447,2000,0.905072126570498,0.8694230380031482,0.9633460760062964,0.7755,0.9712145266471779
test_ff,bridge_expert_max,FR,mcnet,4400,2000,0.91453125,0.8766136363636363,0.9777272727272728,0.7755,0.9804852272727271
test_ff,bridge_expert_max,FR,one_shot_free,4470,2000,0.923338485316847,0.8824927293064877,0.9894854586129754,0.7755,0.989540212527964
test_ff,bridge_expert_max,FR,pirender,4478,2000,0.9232787897499228,0.8823904644930772,0.9892809289861545,0.7755,0.9885195958016972
test_ff,bridge_expert_max,FR,sadtalker,4415,2000,0.8367887763055339,0.8200263306908266,0.8645526613816534,0.7755,0.9163289920724802
test_ff,bridge_expert_max,FR,tpsm,4442,2000,0.9161751009003415,0.877506866276452,0.9795137325529041,0.7755,0.9803411188653761
test_ff,bridge_expert_max,FR,wav2lip,4378,2000,0.8178112260896833,0.8063201233439927,0.8371402466879854,0.7755,0.8877856898126998
test_ff,bridge_expert_max,FS,blendface,4467,2000,0.9089222205040978,0.8720795276471904,0.968659055294381,0.7755,0.966760073875084
test_ff,bridge_expert_max,FS,e4s,3662,2000,0.9118685976686683,0.8809231294374659,0.9863462588749318,0.7755,0.9787921900600765
test_ff,bridge_expert_max,FS,facedancer,4458,2000,0.8753484050789718,0.8478217810677433,0.9201435621354868,0.7755,0.9349473979362943
test_ff,bridge_expert_max,FS,faceswap,4461,2000,0.8704534901718001,0.8442619928267204,0.9130239856534409,0.7755,0.9260267877157589
test_ff,bridge_expert_max,FS,fsgan,4455,2000,0.8958946553059643,0.8627219416386083,0.9499438832772166,0.7755,0.9547700336700335
test_ff,bridge_expert_max,FS,inswap,3762,2000,0.8802499132245748,0.8557191653375864,0.9359383306751727,0.7755,0.9445820707070707
test_ff,bridge_expert_max,FS,mobileswap,4455,2000,0.9189775367931836,0.8794447250280584,0.9833894500561168,0.7755,0.9727494949494949
test_ff,bridge_expert_max,FS,simswap,4468,2000,0.9121830550401979,0.8744330796777081,0.9733661593554163,0.7755,0.9640208706356312
test_ff,bridge_expert_max,FS,uniface,4465,2000,0.9186388244392885,0.8791273796192609,0.9827547592385218,0.7755,0.97501444568869
test_ff,bridge_gate_fusion,EFS,DiT,3711,2000,0.8949395902644021,0.8697103880355699,0.9539207760711399,0.7855,0.9326843842630019
test_ff,bridge_gate_fusion,EFS,RDDM,3711,2000,0.9248818070390474,0.8927499999999999,1.0,0.7855,0.9991420102398275
test_ff,bridge_gate_fusion,EFS,SiT,3711,2000,0.9056207319208545,0.8779291969819456,0.9703583939638911,0.7855,0.9457421853947722
test_ff,bridge_gate_fusion,EFS,StyleGAN2,3711,2000,0.9248818070390474,0.8927499999999999,1.0,0.7855,0.9988212072217731
test_ff,bridge_gate_fusion,EFS,StyleGAN3,3711,2000,0.9248818070390474,0.8927499999999999,1.0,0.7855,0.9988209377526273
test_ff,bridge_gate_fusion,EFS,StyleGANXL,2783,2000,0.9103073384904872,0.8927499999999999,1.0,0.7855,0.9993666906216313
test_ff,bridge_gate_fusion,EFS,VQGAN,3711,2000,0.9248818070390474,0.8927499999999999,1.0,0.7855,0.9990045809754784
test_ff,bridge_gate_fusion,EFS,ddim,3711,2000,0.9201540886009455,0.8891121665319321,0.9927243330638642,0.7855,0.977616545405551
test_ff,bridge_gate_fusion,EFS,pixart,3711,2000,0.9238312029416915,0.8919415925626515,0.9983831851253031,0.7855,0.9823817704122878
test_ff,bridge_gate_fusion,EFS,sd2.1,3711,2000,0.9238312029416915,0.8919415925626515,0.9983831851253031,0.7855,0.9911983966585826
test_ff,bridge_gate_fusion,FE,e4e,4479,2000,0.933786078098472,0.8927499999999999,1.0,0.7855,0.9984532261665551
test_ff,bridge_gate_fusion,FE,stargan,200,2000,0.8045454545454546,0.89025,0.995,0.7855,0.994335
test_ff,bridge_gate_fusion,FE,starganv2,200,2000,0.805,0.8927499999999999,1.0,0.7855,0.9788124999999999
test_ff,bridge_gate_fusion,FR,MRAA,4455,2000,0.9268783888458559,0.8879239618406285,0.990347923681257,0.7855,0.962181593714927
test_ff,bridge_gate_fusion,FR,danet,4411,2000,0.9051630010918733,0.8724598163681705,0.959419632736341,0.7855,0.9692164475175697
test_ff,bridge_gate_fusion,FR,facevid2vid,4467,2000,0.933508582031854,0.8926380680546228,0.9997761361092455,0.7855,0.993730579807477
test_ff,bridge_gate_fusion,FR,fomm,4454,2000,0.9316702819956616,0.891402896273013,0.997305792546026,0.7855,0.9855492815446787
test_ff,bridge_gate_fusion,FR,hyperreenact,4479,2000,0.9333230436795802,0.8924151038178165,0.999330207635633,0.7855,0.9963323844608171
test_ff,bridge_gate_fusion,FR,lia,4447,2000,0.9019699084845665,0.8699256240161907,0.9543512480323814,0.7855,0.9575866876545986
test_ff,bridge_gate_fusion,FR,mcnet,4400,2000,0.9134375,0.8785454545454545,0.9715909090909091,0.7855,0.9770797159090909
test_ff,bridge_gate_fusion,FR,one_shot_free,4470,2000,0.9238021638330758,0.8855911633109619,0.9856823266219239,0.7855,0.9782762304250558
test_ff,bridge_gate_fusion,FR,pirender,4478,2000,0.9245137388082741,0.8860505806163466,0.9866011612326931,0.7855,0.9725377400625279
test_ff,bridge_gate_fusion,FR,sadtalker,4415,2000,0.8310210444271239,0.8185710645526614,0.8516421291053228,0.7855,0.8953413363533409
test_ff,bridge_gate_fusion,FR,tpsm,4442,2000,0.9157094070164545,0.8799179423683026,0.9743358847366052,0.7855,0.9774317874831158
test_ff,bridge_gate_fusion,FR,wav2lip,4378,2000,0.814989024772656,0.8069802421196893,0.8284604842393787,0.7855,0.880684444952033
test_ff,bridge_gate_fusion,FS,blendface,4467,2000,0.9096953765269832,0.8754005484665324,0.9653010969330647,0.7855,0.9417561002910232
test_ff,bridge_gate_fusion,FS,e4s,3662,2000,0.9141646061462381,0.8849673675587111,0.9844347351174222,0.7855,0.9752259694156199
test_ff,bridge_gate_fusion,FS,facedancer,4458,2000,0.8751935583772066,0.8504664647824136,0.9154329295648272,0.7855,0.9199473418573351
test_ff,bridge_gate_fusion,FS,faceswap,4461,2000,0.8689057421451788,0.8458995180452813,0.9062990360905626,0.7855,0.918002970186057
test_ff,bridge_gate_fusion,FS,fsgan,4455,2000,0.8979085979860573,0.8669363075196408,0.9483726150392817,0.7855,0.9364714365881033
test_ff,bridge_gate_fusion,FS,inswap,3762,2000,0.8812912183269698,0.8588584529505582,0.9322169059011164,0.7855,0.9272204944178629
test_ff,bridge_gate_fusion,FS,mobileswap,4455,2000,0.9195972114639814,0.8826489898989899,0.9797979797979798,0.7855,0.9495284511784511
test_ff,bridge_gate_fusion,FS,simswap,4468,2000,0.9145021645021645,0.878873545210385,0.97224709042077,0.7855,0.9485337399283796
test_ff,bridge_gate_fusion,FS,uniface,4465,2000,0.920030935808198,0.8828955767077267,0.9802911534154535,0.7855,0.9618969764837626
ood,full_fusion,EFS,MidJourney,630,1000,0.42576687116564416,0.3845873015873016,0.20317460317460317,0.566,0.31102857142857143
